Case ID;CSAT Rated Group Name;Group Name History;RESOLUTION GROUPS;RESOLUTION GROUPS BUCKETS;RESOLUTION TIME (Days);RESOLVED IN SLA;ISSUE CLASSIFICATION;FIRST TOUCH RESOLUTION;CSAT Rating Received;CLASSIFICATION;Start of Month
5008W00001Jk0LwQAJ;ES Support T1;T1 Connect Support,ES Support T1,ES Support T1,ES Support T1;4;D: 3+ GROUPS;0,2;1;Other :: Other;0;5;PROMOTER;1/3/2024 00:00
5008W00001KcBYcQAN;ES Support T1;T1 Connect Support,ES Support T1,ES Support T1,ES Support T1;4;D: 3+ GROUPS;1,2;1;Invoices :: Invoice object inquiry;0;2;DETRACTOR;1/5/2024 00:00
5008W00001KJnqkQAD;ES Support T1;T1 Connect Support,ES Support T1,ES Support T1,ES Support T1;4;D: 3+ GROUPS;0,2;1;Payouts :: Payout Status;0;5;PROMOTER;1/5/2024 00:00
5008W00001KK7UlQAL;ES Support T1;T1 Connect Support,ES Support T1,ES Support T1,ES Support T1;4;D: 3+ GROUPS;0,9;1;Account Onboarding :: Account Approval State;0;5;PROMOTER;1/5/2024 00:00
5008W000019rwWMQAY;ES Support T1;T1 Connect Support,ES Support T1,ES Support T1,ES Support T1,ES Support T1;5;D: 3+ GROUPS;2,1;1;Payments :: Refund;0;5;PROMOTER;1/8/2023 00:00
5008W00001Jma1LQAR;ES Support T1;T1 Connect Support,ES Support T1,ES Support T1,ES Support T1,ES Support T1;5;D: 3+ GROUPS;2,2;1;Invoices :: Creating and sending an invoice;0;5;PROMOTER;1/4/2024 00:00
5008W00001J5wbDQAR;ES Support T1;T1 Connect Support,ES Support T1,ES Support T1,ES Support T1,ES Support T1,ES Support T1;6;D: 3+ GROUPS;13,8;0;Account Onboarding :: Entity and Identity Data;0;4;PROMOTER;1/3/2024 00:00
5008W00001KK319QAD;ES Support T1;T1 Connect Support,ES Support T1,ES Support T1,ES Support T1,ES Support T1,ES Support T1,ES Support T1;7;D: 3+ GROUPS;1,0;1;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/5/2024 00:00
5008W00001JmNTvQAN;ES Support T1;T1 Connect Support,ES Support T1,ES Support T1,ES Support T1,ES Support T1,ES Support T1,ES Support T1,ES Support T1;8;D: 3+ GROUPS;2,3;1;Account Onboarding :: Account Country Availability;0;3;DETRACTOR;1/4/2024 00:00
5008W00001KIpMjQAL;MX Support T1;T1 Connect Support,ES Support T1,ES Support T1,ES Support T1,Escalation Review,MX Support T1,MX Support T1,MX Support T1,Escalation Review,MX Support T1,Escalation Review,MX Support T1,MX Support T1,MX Support T1;14;D: 3+ GROUPS;7,0;0;Account General :: Third Party Integrations;0;1;DETRACTOR;1/5/2024 00:00
5008W00001Jj2nGQAR;ES Support T1;T1 Connect Support,ES Support T1,ES Support T1,ES Support T1,WW Risk Underwriting,WW Support T1 Risk,ES Support T1,ES Support T1,ES Support T1;9;D: 3+ GROUPS;2,8;1;Financial Connections :: Consumer Queries: Others;0;5;PROMOTER;1/3/2024 00:00
5008W00001Jk2wcQAB;MX Support T1;T1 Connect Support,ES Support T1,ES Support T1,MX Support T1;4;D: 3+ GROUPS;2,9;1;Other :: Other;0;5;PROMOTER;1/3/2024 00:00
5008W00001Kc6rVQAR;ES Support T1;T1 Connect Support,ES Support T1,ES Support T1,MX Support T1,MX Support T1,ES Support T1,ES Support T1,ES Support T1;8;D: 3+ GROUPS;3,1;0;Payouts :: Bank Account and Card;0;5;PROMOTER;1/5/2024 00:00
5008W00001Kbz0IQAR;BR Support T1;T1 Connect Support,ES Support T1,PT Support T1,PT Support T1,PT Support T1,PT Support T1,BR Support T1,BR Support T1;8;D: 3+ GROUPS;1,0;1;Account General :: Unprompted Identity or Entity data update;0;5;PROMOTER;1/5/2024 00:00
5008W00001KHdzPQAT;ES Support T1;T1 Connect Support,ES Support T1,WW Risk Underwriting,WW Risk Underwriting,WW Support T1 Risk,ES Support T1,ES Support T1,ES Support T1;8;D: 3+ GROUPS;0,5;1;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/4/2024 00:00
5008W00001ExHhpQAF;DACH Support T1;T1 Connect Support,Escalation Review,DACH Support T1,DACH Support T1,DACH Support T1;5;D: 3+ GROUPS;7,7;0;Billing :: Subscriptions;0;2;DETRACTOR;1/11/2023 00:00
5008W00001J4IteQAF;FR Support T1;T1 Connect Support,Escalation Review,FR Support T1,FR Support T1;4;D: 3+ GROUPS;3,1;0;Payouts :: Bank Account and Card;0;1;DETRACTOR;1/3/2024 00:00
5008W00001KcjG5QAJ;FR Support T1;T1 Connect Support,Escalation Review,FR Support T1,FR Support T1,FR Support T1;5;D: 3+ GROUPS;3,0;1;Account General :: Login;0;4;PROMOTER;1/5/2024 00:00
5008W00001JjrJpQAJ;FR Support T1;T1 Connect Support,Escalation Review,Product Support SDC,FR Support T1,FR Support T1,FR Support T1;6;D: 3+ GROUPS;2,1;1;Payouts :: Payout Configuration;0;5;PROMOTER;1/3/2024 00:00
5008W00001KJQuwQAH;FR Support T1;T1 Connect Support,Escalation Review,WW Support Helm Elevated,WW Support Helm Elevated,WW Support Helm Elevated,WW Support Helm Elevated,SMB Ops Support T2,SMB Ops Support T2,Product Support SDC,FR Support T1,FR Support T1,Escalation Review,FR Support T1,FR Support T1;14;D: 3+ GROUPS;23,3;0;Connect Fund Flows :: Top Ups;0;5;PROMOTER;1/5/2024 00:00
5008W00001JjzdzQAB;FR Support T1;T1 Connect Support,FR Support T1,Escalation Review,Product Support SDC,SMB Ops Support T2,FR Support T1,FR Support T1;7;D: 3+ GROUPS;11,0;0;Other :: No question;0;1;DETRACTOR;1/4/2024 00:00
5008W00001DnujWQAR;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;3,1;0;Financial Reports :: Balance Report;0;1;DETRACTOR;1/10/2023 00:00
5008W00001J6UElQAN;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;2,4;1;Other :: Other;0;4;PROMOTER;1/3/2024 00:00
5008W00001JitDUQAZ;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;1,1;1;Other :: Other;0;5;PROMOTER;1/3/2024 00:00
5008W00001JivdEQAR;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;1,0;1;Other :: Other;0;5;PROMOTER;1/3/2024 00:00
5008W00001JixI3QAJ;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;1,0;1;Account General :: Other;0;1;DETRACTOR;1/3/2024 00:00
5008W00001JjLLYQA3;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;1,0;1;Account Onboarding :: Entity and Identity Data;0;4;PROMOTER;1/3/2024 00:00
5008W00001JjYlQQAV;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;5,4;0;Account General :: Other;0;5;PROMOTER;1/3/2024 00:00
5008W00001Jk2i5QAB;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;0,0;1;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/3/2024 00:00
5008W00001JkSbPQAV;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;0,9;1;Other :: Other;0;2;DETRACTOR;1/3/2024 00:00
5008W00001JkXMGQA3;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;0,8;1;Account Onboarding :: Entity and Identity Data;0;2;DETRACTOR;1/3/2024 00:00
5008W00001JlndvQAB;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;3,4;0;Payouts :: Bank Account and Card;0;4;PROMOTER;1/4/2024 00:00
5008W00001Jm9X8QAJ;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;2,8;1;Payments :: Declines and Payment Statuses;0;5;PROMOTER;1/4/2024 00:00
5008W00001Jmd2cQAB;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;0,2;1;Tax Forms :: Platform;0;3;DETRACTOR;1/4/2024 00:00
5008W00001JmHbvQAF;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;1,7;1;Account General :: User Email Notifications;0;5;PROMOTER;1/4/2024 00:00
5008W00001KbyqYQAR;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;1,1;1;Payments :: Dashboard Querying;0;5;PROMOTER;1/5/2024 00:00
5008W00001KcBGbQAN;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;0,3;1;Payouts :: Payout Configuration;0;1;DETRACTOR;1/5/2024 00:00
5008W00001KcTwlQAF;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;0,0;1;Account General :: MCC Configuration;0;5;PROMOTER;1/5/2024 00:00
5008W00001Ke08OQAR;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;0,1;1;Link :: Payments;0;5;PROMOTER;1/5/2024 00:00
5008W00001Ke0nPQAR;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;0,0;1;Payouts :: Payout Status;0;5;PROMOTER;1/5/2024 00:00
5008W00001Ket2TQAR;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;0,0;1;Account Onboarding :: Entity and Identity Data;0;1;DETRACTOR;1/5/2024 00:00
5008W00001KetEDQAZ;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;0,1;1;Account Onboarding :: Entity and Identity Data;0;2;DETRACTOR;1/5/2024 00:00
5008W00001KGOZZQA5;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;1,0;1;Payments :: Dispute;0;5;PROMOTER;1/4/2024 00:00
5008W00001KJ1D0QAL;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;0,2;1;Financial Reports :: Balance Report;0;2;DETRACTOR;1/4/2024 00:00
5008W00001KJwShQAL;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;0,5;1;Payments :: Refund;0;4;PROMOTER;1/5/2024 00:00
5008W00001KK8aQQAT;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1;3;C: 3 GROUPS;0,1;1;Account General :: Team Members and Permissions;0;1;DETRACTOR;1/4/2024 00:00
5008W00001KK73CQAT;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,Escalation Review,Product Support SDC,FR Support T1,FR Support T1,FR Support T1,FR Support T1;9;D: 3+ GROUPS;7,7;0;Other :: No question;0;5;PROMOTER;1/5/2024 00:00
5008W00001KIDkfQAH;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,Escalation Review,T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1,Escalation Review,FR Support T1,FR Support T1,Escalation Review,FR Support T1,FR Support T1,FR Support T1;16;D: 3+ GROUPS;11,6;0;Payments :: Declines and Payment Statuses;0;5;PROMOTER;1/5/2024 00:00
5008W00001J4kMTQAZ;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;7,0;0;Payouts :: Payout Configuration;0;4;PROMOTER;1/3/2024 00:00
5008W00001J6Gq9QAF;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;5,0;0;Payouts :: Payout Status;0;5;PROMOTER;1/3/2024 00:00
5008W00001J6sxvQAB;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;1,0;1;Account Onboarding :: Entity and Identity Data;0;4;PROMOTER;1/3/2024 00:00
5008W00001JkdXPQAZ;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;3,1;0;Account General :: PCI Compliance;0;5;PROMOTER;1/4/2024 00:00
5008W00001JkTrtQAF;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;0,9;1;Payments :: Refund;0;5;PROMOTER;1/4/2024 00:00
5008W00001KbU7XQAV;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;0,2;1;Payments :: Declines and Payment Statuses;0;5;PROMOTER;1/5/2024 00:00
5008W00001KdJprQAF;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;0,8;1;Account General :: Login;0;4;PROMOTER;1/5/2024 00:00
5008W00001KdYZ9QAN;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;0,1;1;Connect Fund Flows :: Separate Charges and Transfers (and OBO);0;4;PROMOTER;1/5/2024 00:00
5008W00001Ke2ISQAZ;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;0,9;1;Account Onboarding :: Entity and Identity Data;0;4;PROMOTER;1/5/2024 00:00
5008W00001KeGUSQA3;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;1,7;1;Account General :: Account Closure;0;5;PROMOTER;1/5/2024 00:00
5008W00001Kf1vdQAB;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;0,3;1;Payouts :: Payout Status;0;5;PROMOTER;1/5/2024 00:00
5008W00001KGnfDQAT;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;3,3;0;Connect Accounts :: Onboarding;0;1;DETRACTOR;1/4/2024 00:00
5008W00001KIb0wQAD;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;2,2;1;Payouts :: Payout Status;0;1;DETRACTOR;1/4/2024 00:00
5008W00001KInL7QAL;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;1,0;1;Payments :: Settlement / Funds Availability;0;2;DETRACTOR;1/4/2024 00:00
5008W00001KJ16JQAT;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;4;D: 3+ GROUPS;1,0;1;Billing :: Subscriptions;0;5;PROMOTER;1/4/2024 00:00
5008W00001J4TH7QAN;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,Escalation Review,FR Support T1,FR Support T1;7;D: 3+ GROUPS;4,1;0;Payments :: Refund;0;5;PROMOTER;1/3/2024 00:00
5008W000017soTOQAY;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1;5;D: 3+ GROUPS;6,8;0;Payouts :: Payout Status;0;5;PROMOTER;1/6/2023 00:00
5008W00001JimMzQAJ;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1;5;D: 3+ GROUPS;7,0;0;Account General :: Third Party Integrations;0;4;PROMOTER;1/3/2024 00:00
5008W00001KbHPEQA3;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1;5;D: 3+ GROUPS;1,1;1;Payouts :: Payout Status;0;5;PROMOTER;1/5/2024 00:00
5008W00001KeDSrQAN;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1;5;D: 3+ GROUPS;0,1;1;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/5/2024 00:00
5008W00001J4RWtQAN;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1;6;D: 3+ GROUPS;8,1;0;Other :: Other;0;5;PROMOTER;1/3/2024 00:00
5008W00001JlyhqQAB;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1;6;D: 3+ GROUPS;4,1;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/4/2024 00:00
5008W00001KcKzvQAF;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1;7;D: 3+ GROUPS;4,6;0;Account General :: Login;0;5;PROMOTER;1/5/2024 00:00
5008W00001KdYIJQA3;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1;7;D: 3+ GROUPS;1,8;1;Account General :: Unprompted Identity or Entity data update;0;5;PROMOTER;1/5/2024 00:00
5008W00001KdWGfQAN;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1;8;D: 3+ GROUPS;6,2;0;Account General :: Login;0;1;DETRACTOR;1/5/2024 00:00
5008W00001KHVxMQAX;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1;8;D: 3+ GROUPS;7,3;0;Payments :: Authentication;0;3;DETRACTOR;1/4/2024 00:00
5008W00001KcstyQAB;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,Escalation Review,Product Support SDC,FR Support T1,FR Support T1,FR Support T1;13;D: 3+ GROUPS;11,1;0;Account Onboarding :: Entity and Identity Data;0;3;DETRACTOR;1/5/2024 00:00
5008W00001KHISJQA5;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,Escalation Review,FR Support T1,FR Support T1,FR Support T1,FR Support T1;14;D: 3+ GROUPS;7,3;0;Payouts :: Bank Account and Card;0;5;PROMOTER;1/4/2024 00:00
5008W00001JjtBaQAJ;FR Support T1;T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1;10;D: 3+ GROUPS;22,8;0;Payments :: Other;0;5;PROMOTER;1/4/2024 00:00
5008W00001KfEdGQAV;FR Support T1;T1 Connect Support,FR Support T1,T1 Direct Support,FR Support T1,FR Support T1;5;D: 3+ GROUPS;0,2;1;Payments :: Declines and Payment Statuses;0;5;PROMOTER;1/5/2024 00:00
5008W00001JihxLQAR;IT Support T1;T1 Connect Support,IT Support T1,IT Support T1;3;C: 3 GROUPS;0,3;1;Other :: No question;0;4;PROMOTER;1/3/2024 00:00
5008W00001Jkr4PQAR;IT Support T1;T1 Connect Support,IT Support T1,IT Support T1;3;C: 3 GROUPS;0,2;1;Payments :: Availability;0;5;PROMOTER;1/4/2024 00:00
5008W00001Kbz55QAB;IT Support T1;T1 Connect Support,IT Support T1,IT Support T1;3;C: 3 GROUPS;0,0;1;Payments :: Declines and Payment Statuses;0;5;PROMOTER;1/5/2024 00:00
5008W00001Kdjt0QAB;IT Support T1;T1 Connect Support,IT Support T1,IT Support T1;3;C: 3 GROUPS;0,1;1;Account Onboarding :: Entity and Identity Data;0;4;PROMOTER;1/5/2024 00:00
5008W00001916V8QAI;IT Support T1;T1 Connect Support,IT Support T1,IT Support T1,IT Support T1;4;D: 3+ GROUPS;1,2;1;Payouts :: Payout Status;0;5;PROMOTER;1/7/2023 00:00
5008W00001J5FBjQAN;IT Support T1;T1 Connect Support,IT Support T1,IT Support T1,IT Support T1;4;D: 3+ GROUPS;0,9;1;Other :: Other;0;5;PROMOTER;1/3/2024 00:00
5008W00001KeFJCQA3;IT Support T1;T1 Connect Support,IT Support T1,IT Support T1,IT Support T1;4;D: 3+ GROUPS;0,9;1;Payouts :: Payout Status;0;5;PROMOTER;1/5/2024 00:00
5008W00001KHZXWQA5;IT Support T1;T1 Connect Support,IT Support T1,IT Support T1,IT Support T1;4;D: 3+ GROUPS;0,7;1;Account Onboarding :: Starting on Stripe;0;5;PROMOTER;1/4/2024 00:00
5008W00001KJR9iQAH;IT Support T1;T1 Connect Support,IT Support T1,IT Support T1,IT Support T1,IT Support T1;5;D: 3+ GROUPS;10,0;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/4/2024 00:00
5008W00001Kc8KNQAZ;MX Support T1;T1 Connect Support,MX Support T1,MX Support T1;3;C: 3 GROUPS;1,6;1;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/5/2024 00:00
5008W00001KeSfZQAV;MX Support T1;T1 Connect Support,MX Support T1,MX Support T1;3;C: 3 GROUPS;0,6;1;Payouts :: Payout Status;0;1;DETRACTOR;1/5/2024 00:00
5008W00001KcmE5QAJ;MX Support T1;T1 Connect Support,MX Support T1,MX Support T1,MX Support T1,MX Support T1;5;D: 3+ GROUPS;0,9;1;Other :: No question;0;5;PROMOTER;1/5/2024 00:00
5008W00001KbZJdQAN;MX Support T1;T1 Connect Support,MX Support T1,MX Support T1,MX Support T1,MX Support T1,MX Support T1;6;D: 3+ GROUPS;2,8;1;Payments :: Pricing;0;5;PROMOTER;1/5/2024 00:00
5008W00001JjC4sQAF;BR Support T1;T1 Connect Support,T1 Connect Support,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Support T1;9;D: 3+ GROUPS;3,3;0;Payouts :: Bank Account and Card;0;5;PROMOTER;1/3/2024 00:00
5008W000016utG8QAI;ES Support T1;T1 Connect Support,T1 Connect Support,ES Support T1,ES Support T1;4;D: 3+ GROUPS;8,6;0;Account Onboarding :: Entity and Identity Data;0;1;DETRACTOR;1/6/2023 00:00
5008W00001JjHqaQAF;ES Support T1;T1 Connect Support,T1 Connect Support,ES Support T1,ES Support T1,ES Support T1;5;D: 3+ GROUPS;4,6;0;Account General :: Unprompted Identity or Entity data update;0;5;PROMOTER;1/3/2024 00:00
5008W00001J4kHKQAZ;ES Support T1;T1 Connect Support,T1 Connect Support,ES Support T1,ES Support T1,ES Support T1,ES Support T1,Escalation Review,ES Support T1,ES Support T1,ES Support T1;10;D: 3+ GROUPS;12,1;0;Payments :: Declines and Payment Statuses;0;4;PROMOTER;1/3/2024 00:00
5008W00001J3cEEQAZ;MX Support T1;T1 Connect Support,T1 Connect Support,ES Support T1,MX Support T1,MX Support T1,MX Support T1,MX Support T1,MX Support T1,Escalation Review,MX Support T1,MX Support T1;11;D: 3+ GROUPS;6,6;0;Account Onboarding :: Entity and Identity Data;0;5;PROMOTER;1/3/2024 00:00
5008W00001KKRIAQA5;DACH Support T1;T1 Connect Support,T1 Connect Support,Escalation Review,DACH Support T1,DACH Support T1,DACH Support T1,DACH Support T1;7;D: 3+ GROUPS;5,5;0;Other :: Other;0;5;PROMOTER;1/5/2024 00:00
5008W00001JkqlMQAR;FR Support T1;T1 Connect Support,T1 Connect Support,FR Support T1,FR Support T1;4;D: 3+ GROUPS;1,2;1;Payments :: Authorization and/or Capture;0;1;DETRACTOR;1/3/2024 00:00
5008W00001KJ2xPQAT;FR Support T1;T1 Connect Support,T1 Connect Support,FR Support T1,FR Support T1;4;D: 3+ GROUPS;0,9;1;Other :: No question;0;5;PROMOTER;1/4/2024 00:00
5008W00001JjQTRQA3;FR Support T1;T1 Connect Support,T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;5;D: 3+ GROUPS;4,0;0;Payouts :: Bank Account and Card;0;5;PROMOTER;1/3/2024 00:00
5008W00001Jm8mvQAB;FR Support T1;T1 Connect Support,T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;5;D: 3+ GROUPS;4,0;0;Billing :: Subscriptions;0;4;PROMOTER;1/4/2024 00:00
5008W00001KHVc7QAH;FR Support T1;T1 Connect Support,T1 Connect Support,FR Support T1,FR Support T1,FR Support T1;5;D: 3+ GROUPS;0,9;1;Payouts :: Payout Status;0;5;PROMOTER;1/4/2024 00:00
5008W00001Jm9M1QAJ;FR Support T1;T1 Connect Support,T1 Connect Support,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1,FR Support T1;8;D: 3+ GROUPS;7,9;0;Other :: No question;0;1;DETRACTOR;1/4/2024 00:00
5008W00001AvXmhQAF;IT Support T1;T1 Connect Support,T1 Connect Support,IT Support T1,IT Support T1,Escalation Review - Global Markets,EMEA Sales T2 Account Pricing,IT Support T1,IT Support T1,IT Support T1;9;D: 3+ GROUPS;8,2;0;Other :: Other;0;1;DETRACTOR;1/8/2023 00:00
5008W00001AvPJjQAN;IT Support T1;T1 Connect Support,T1 Connect Support,IT Support T1,IT Support T1,IT Support T1,Escalation Review - Global Markets,IT Support T1,IT Support T1,IT Support T1;9;D: 3+ GROUPS;7,3;0;Account General :: Account Closure;0;3;DETRACTOR;1/8/2023 00:00
5008W00001J5hsTQAR;DACH Support T1;T1 Connect Support,T1 Connect Support,T1 Connect Support,DACH Support T1,DACH Support T1;5;D: 3+ GROUPS;3,9;0;Account Onboarding :: Entity and Identity Data;0;3;DETRACTOR;1/3/2024 00:00
5008W00001Ay3NOQAZ;ES Support T1;T1 Connect Support,T1 Connect Support,T1 Connect Support,ES Support T1,ES Support T1;5;D: 3+ GROUPS;5,0;0;Payouts :: Bank Account and Card;0;1;DETRACTOR;1/8/2023 00:00
5008W00001J4hwfQAB;FR Support T1;T1 Connect Support,T1 Connect Support,T1 Connect Support,Escalation Review,FR Support T1,FR Support T1;6;D: 3+ GROUPS;3,5;0;Account General :: Unprompted Identity or Entity data update;0;5;PROMOTER;1/3/2024 00:00
5008W00001KIwOjQAL;MX Support T1;T1 Connect Support,T1 Connect Support,T1 Connect Support,Escalation Review,MX Support T1,MX Support T1,MX Support T1;7;D: 3+ GROUPS;6,4;0;Payouts :: Payout Status;0;5;PROMOTER;1/5/2024 00:00
5008W00001C0wmPQAR;MX Support T1;T1 Connect Support,T1 Connect Support,T1 Connect Support,MX Support T1,MX Support T1,MX Support T1;6;D: 3+ GROUPS;6,7;0;Payments :: Dispute;0;3;DETRACTOR;1/9/2023 00:00
5008W00001KdMUlQAN;FR Support T1;T1 Connect Support,T1 Connect Support,T1 Connect Support,T1 Connect Support,FR Support T1,FR Support T1;6;D: 3+ GROUPS;1,7;1;Account General :: Login;0;1;DETRACTOR;1/5/2024 00:00
5008W00001DnwyTQAR;ES Support T1;T1 Connect Support,T1 Connect Support,WW Support T1 Account Lockout,ES Support T1,ES Support T1;5;D: 3+ GROUPS;3,1;0;Account Onboarding :: Entity and Identity Data;0;1;DETRACTOR;1/10/2023 00:00
5008W00001JjdpqQAB;BR Support T1;T1 Direct Support,BR Support T1,BR Support T1,BR Support T1,BR Support T1,BR Operations T1/Ombudsman,BR Support T1,BR Support T1;8;D: 3+ GROUPS;7,1;0;Account General :: Third Party Integrations;0;4;PROMOTER;1/3/2024 00:00
5008W00001KJSsRQAX;PT Support T1;T1 Direct Support,BR Support T1,PT Support T1;3;C: 3 GROUPS;0,5;1;Payments :: Refund;0;5;PROMOTER;1/4/2024 00:00
5008W000017vcM7QAI;PT Support T1;T1 Direct Support,BR Support T1,PT Support T1,PT Support T1;4;D: 3+ GROUPS;7,2;0;Financial Reports :: Other;0;2;DETRACTOR;1/7/2023 00:00
5008W00001JmTV8QAN;PT Support T1;T1 Direct Support,BR Support T1,PT Support T1,PT Support T1;4;D: 3+ GROUPS;1,5;1;Payments :: Dashboard Querying;0;2;DETRACTOR;1/4/2024 00:00
5008W00001J4WgbQAF;DACH Support T1;T1 Direct Support,DACH Support T1,DACH Support T1;3;C: 3 GROUPS;0,9;1;End User Queries :: ;0;2;DETRACTOR;1/3/2024 00:00
5008W00001J62TtQAJ;DACH Support T1;T1 Direct Support,DACH Support T1,DACH Support T1;3;C: 3 GROUPS;0,5;1;Payments :: Declines and Payment Statuses;0;5;PROMOTER;1/3/2024 00:00
